category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Vascular Plant,Potentilla simplex,"Common Cinquefoil, Old-Field Cinquefoil",,115.1,1.71
Vascular Plant,Prunus,"Chokecherry, Plum",Species of Concern,5.6,37.934
Vascular Plant,Prunus americana,"American Plum, Wild Plum",,59.0,6.335
Vascular Plant,Prunus angustifolia,Chickasaw Plum,Endangered,57.9,655.832
Vascular Plant,Prunus avium,Sweet Cherry,Species of Concern,337.7,0.296
Vascular Plant,Prunus cerasus,"Sour Cherry, Sour Red Cherry",Species of Concern,172.2,4.297
Vascular Plant,Prunus hortulana,Hortulan Plum,Threatened,44.7,0.024
Vascular Plant,Prunus munsoniana,"Munson Plum, Wild-Goose Plum",Species of Concern,20.0,0.216
Vascular Plant,Prunus pensylvanica,"Fire Cherry, Pin Cherry",,66.3,23.992
Vascular Plant,Prunus persica,Peach,,2.0,1.56
Vascular Plant,Prunus serotina,"Black Cherry, Wild Black Cherry",,94.3,1.034
Vascular Plant,Prunus triloba,Flowering Almond,,58.8,3.967
Vascular Plant,Prunus virginiana,"Choke Cherry, Chokecherry",,37.0,0.837
Vascular Plant,Pyrus,Pear,,5.7,0.1
Vascular Plant,Pyrus calleryana,Callery Pear,Species of Concern,57.5,1.731
Vascular Plant,Pyrus communis,"Common Pear, Pear",,20.8,0.571
Vascular Plant,Rosa arkansana,"Arkansas Rose, Prairie Rose",,17.0,22.585
Vascular Plant,Rosa canina,Dog Rose,,16.4,0.058
Vascular Plant,Rosa carolina,Carolina Rose,Species of Concern,59.9,0.988
Vascular Plant,Rosa centifolia,Cabbage Rose,,25.5,91.739
Vascular Plant,Rosa eglanteria,"Sweet Brier, Sweetbrier",,23.9,3.397
Vascular Plant,Rosa micrantha,Smallflower Sweetbrier,,6.0,0.952
Vascular Plant,Rosa multiflora,"Multiflora Rose, Rambler Rose",,51.0,0.034
Vascular Plant,Rosa palustris,Swamp Rose,,31.2,2.121
Vascular Plant,Rosa setigera,Prairie Rose,Threatened,25.8,22.041
Vascular Plant,Rosa wichuraiana,Memorial Rose,Species of Concern,36.6,66.366
Vascular Plant,Rubus allegheniensis,"Allegheny Blackberry, Hairy Blackberry",,7.4,2.316
Vascular Plant,Rubus alumnus,"A Bramble, Blackberry",,27.1,0.114
Vascular Plant,Rubus argutus,"A Bramble, Highbush Blackberry",Species of Concern,77.3,550.972
Vascular Plant,Rubus baileyanus,Bailey's Dewberry,,24.0,5.827
Vascular Plant,Rubus canadensis,Smooth Blackberry,Species of Concern,27.2,0.277
Vascular Plant,Rubus flagellaris,Northern Dewberry,,2.8,0.282
Vascular Plant,Rubus frondosus,Yankee Blackberry,,4.6,116.776
Vascular Plant,Rubus hispidus,"Bristley Dewberry, Swamp Dewberry",,21.4,0.694
Vascular Plant,Rubus idaeus ssp. strigosus,American Red Raspberry,Species of Concern,71.3,0.1
Vascular Plant,Rubus occidentalis,"A Bramble, Black Raspberry",Endangered,9.8,1.955
Vascular Plant,Rubus odoratus,"Purple Flowering Raspberry, Purple-Flowering Raspberry",Species of Concern,84.3,5.779
Vascular Plant,Rubus phoenicolasius,"Wine Raspberry, Wineberry",Species of Concern,33.0,2.004
Vascular Plant,Rubus suus,Jennison's Blackberry,Species of Concern,39.7,2.73
Vascular Plant,Rubus trivialis,Southern Dewberry,,7.1,1.85
Vascular Plant,Rubus trux,"A Bramble, Truculent Blackberry",In Recovery,6.8,2.019
Vascular Plant,Sibbaldiopsis tridentata,Shrubby Fivefingers,,13.8,942.423
Vascular Plant,Sorbus americana,American Mountain-Ash,,23.4,0.049
Vascular Plant,Sorbus aucuparia,"European Mountain-Ash, Rowan Tree",Species of Concern,20.9,6.04
Vascular Plant,Spiraea japonica,Japanese Spiraea,,182.7,0.378
Vascular Plant,Spiraea prunifolia,"Bridal-Wreath, Spiraea",Species of Concern,3.7,12.706
Vascular Plant,Spiraea tomentosa,Steeplebush,,4.7,0.554
Vascular Plant,Spiraea vanhouttei,Van-Houtte's Spiraea,,18.0,1.385
Vascular Plant,Spiraea virginiana,Virginia Spiraea,Threatened,56.1,0.298
Vascular Plant,Waldsteinia fragarioides ssp. doniana,Barren Strawberry,,17.7,1.591
Vascular Plant,Ulmus alata,Winged Elm,Endangered,29.4,2.106
Vascular Plant,Ulmus americana,American Elm,Species of Concern,41.4,13.594
Vascular Plant,Ulmus pumila,Siberean Elm,,39.3,5.124
Vascular Plant,Ulmus rubra,Slippery Elm,Species of Concern,3.7,1.869
Vascular Plant,Boehmeria cylindrica,"Button-Hemp, False Nettle, False Nettle",Threatened,43.6,10.2
Vascular Plant,Laportea canadensis,"Wood Nettle, Wood-Nettle",,10.7,0.317
Vascular Plant,Parietaria pensylvanica,"Pellitory, Pennsylvania Pellitory",,12.3,6.303
Vascular Plant,Pilea pumila,"Canada Clearweed, Richweed, Clearweed",,84.8,0.595
Vascular Plant,Urtica dioica,Stinging Nettle,Species of Concern,72.9,2.245
Vascular Plant,Buckleya distichophylla,Piratebush,Species of Concern,21.1,0.972
Vascular Plant,Comandra umbellata,Bastard Toadflax,Species of Concern,60.1,3.721
Vascular Plant,Phoradendron leucarpum,American Mistletoe,,376.5,0.196
Vascular Plant,Pyrularia pubera,"Buffalo-Nut, Buffalo-Nut, Oil-Nut",,45.7,0.439
Vascular Plant,Rhus aromatica,Fragrant Sumac,Species of Concern,8.6,1.605
Vascular Plant,Rhus copallina,"Dwarf Sumac, Shining Sumac",Species of Concern,28.9,2429.483
Vascular Plant,Rhus copallinum,Flameleaf Sumac,,19.7,0.098
Vascular Plant,Rhus copallinum var. copallinum,Shining Or Winged Sumac,,34.0,0.009
Vascular Plant,Rhus copallinum var. latifolia,Shining Or Winged Sumac,,22.0,1.716
Vascular Plant,Rhus glabra,Smooth Sumac,,63.7,18.804
Vascular Plant,Rhus hirta,Staghorn Sumac,Species of Concern,13.4,1.131
Vascular Plant,Rhus typhina,Staghorn Sumac,Species of Concern,9.8,0.098
Vascular Plant,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,,35.6,0.068
Vascular Plant,Poncirus trifoliata,Trifoliate Orange,,14.9,0.137
Vascular Plant,Ptelea trifoliata,Common Hoptree,Threatened,47.4,148.945
Vascular Plant,Zanthoxylum americanum,"Northern Prickley Ash, Prickly-Ash",Species of Concern,5.1,0.016
Vascular Plant,Acer leucoderme,Chalk Maple,Species of Concern,21.1,1.715
Vascular Plant,Acer negundo,"Boxelder, Box-Elder",,31.9,0.54
Vascular Plant,Acer nigrum,Black Maple,,19.3,4.132
Vascular Plant,Acer pensylvanicum,"Striped Maple, Striped Maple, Moosewood",,85.5,0.012
Vascular Plant,Acer platanoides,Norway Maple,,15.8,2.814
Vascular Plant,Acer rubrum var. rubrum,Red Maple,,8.2,124.951
Vascular Plant,Acer rubrum var. trilobum,Trident Maple,Species of Concern,11.4,1.487
Vascular Plant,Acer saccharinum,Silver Maple,,47.8,0.376
Vascular Plant,Acer saccharum,Sugar Maple,Threatened,2.7,0.565
Vascular Plant,Acer spicatum,Mountain Maple,Species of Concern,84.4,0.71
Vascular Plant,Aesculus flava,Yellow Buckeye,Species of Concern,8.9,16.68
Vascular Plant,Aesculus glabra,Ohio Buckeye,Endangered,16.5,0.461
Vascular Plant,Aesculus pavia,Red Buckeye,Endangered,29.4,11.323
Vascular Plant,Aesculus sylvatica,Painted Buckeye,Species of Concern,427.5,13.041
Vascular Plant,Ailanthus altissima,Tree-Of-Heaven,Threatened,98.7,0.465
Vascular Plant,Liquidambar styraciflua,"Sweet Gum, Sweetgum",Threatened,7.2,1.927
Vascular Plant,Hylotelephium erythrostictum,"Garden Orpine, Garden Stonecrop",Threatened,27.9,0.111
Vascular Plant,Hylotelephium spectabile,Chang Yao Ba Bao,Endangered,19.9,4.474
Vascular Plant,Hylotelephium telephioides,Allegheny Stonecrop,,37.8,5.817
Vascular Plant,Hylotelephium telephium,"Vit-Toujours, Witch's Moneybags",,34.8,0.464
Vascular Plant,Sedum acre,"Gold-Moss, Mossy Stonecrop",Species of Concern,13.2,0.082
Vascular Plant,Sedum pulchellum,Widowscross,Threatened,208.9,1.705
Vascular Plant,Sedum sarmentosum,"Stonecrop, Stringy Stonecrop",,18.7,0.162
Vascular Plant,Sedum spectabile,Showy Stonecrop,,831.1,0.113
Vascular Plant,Sedum telephium,"Garden Stonecrop, Orpine",Species of Concern,14.7,4.663
Vascular Plant,Sedum ternatum,"Wild Stonecrop, Wood Stonecrop",In Recovery,50.4,18.08
Vascular Plant,Ribes aureum var. villosum,"Buffalo Currant, Missouri Currant",,214.7,5.844
Vascular Plant,Ribes cynosbati,Prickly Gooseberry,,6.9,0.867
Vascular Plant,Ribes glandulosum,Skunk Currant,Endangered,35.5,290.198
Vascular Plant,Ribes rotundifolium,"Appalachian Gooseberry, Round-Leaved Currant",,4.6,33.329
Vascular Plant,Ribes rubrum,Cultivated Currant,Threatened,30.4,13.391
Vascular Plant,Myriophyllum aquaticum,Parrot-Feather,,21.7,0.201
Vascular Plant,Myriophyllum spicatum,Spike Watermilfoil,,60.4,8.466
Vascular Plant,Fothergilla major,"Mountain Witchalder, Mountain Witch-Alder",,78.8,1.595
Vascular Plant,Hamamelis virginiana,"American Witch-Hazel, Witch-Hazel",Species of Concern,11.9,0.033
Vascular Plant,Itea virginica,"Sweet-Spire, Tasselwhite, Virginia Willow",,65.6,4.758
Vascular Plant,Penthorum sedoides,"Ditch Stonecrop, Ditch-Stonecrop",Endangered,7.7,0.429
Vascular Plant,Astilbe biternata,"False Goat's Beard, False Goat's-Beard",,14.0,0.04
Vascular Plant,Boykinia aconitifolia,Brook Saxifrage,,9.2,0.097
Vascular Plant,Chrysosplenium americanum,"American Golden-Saxifrage, Golden Saxifrage",,15.0,0.26
Vascular Plant,Heuchera americana,"Alumroot, American Alumroot",Species of Concern,3.5,258.909
Vascular Plant,Heuchera longiflora,"Alumroot, Long-Flower Alumroot",Species of Concern,110.3,0.235
Vascular Plant,Heuchera pubescens,"Alumroot, Downy Alumroot",Species of Concern,34.0,4.682
Vascular Plant,Heuchera villosa,Hairy Alumroot,,102.4,0.213
Vascular Plant,Mitella diphylla,"Bishop's Cap, Two-Leaf Bishop's-Cap",,91.0,0.419
Vascular Plant,Saxifraga careyana,"Carey Saxifrage, Carey's Saxifrage",Species of Concern,4.9,10.078
Vascular Plant,Saxifraga caroliniana,Carolina Saxifrage,Species of Concern,115.5,1063.981
Vascular Plant,Saxifraga michauxii,"Michaux Saxifrage, Michaux's Saxifrage",,5.8,9.462
Vascular Plant,Saxifraga micranthidifolia,"Brook Lettuce, Lettuce-Leaf Saxifrage",Species of Concern,15.0,11.686
Vascular Plant,Saxifraga virginiensis var. virginiensis,Early Saxifrage,Species of Concern,4.2,0.07
Vascular Plant,Tiarella cordifolia,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",In Recovery,9.7,2.009
Vascular Plant,Tiarella cordifolia var. collina,Wherry's Foamflower,Species of Concern,11.4,8.565
Vascular Plant,Tiarella cordifolia var. cordifolia,Foamflower,Species of Concern,84.1,7.381
Vascular Plant,Lygodium palmatum,"American Climbing Fern, Climbing Fern",,171.2,4.663
Vascular Plant,Selaginella apoda,Meadow Spike-Moss,,5.7,49.821
Vascular Plant,Selaginella rupestris,Northern Selaginella,,11.9,16.055
Vascular Plant,Calystegia sepium,Hedge Bindweed,,162.1,5.164
Vascular Plant,Calystegia spithamaea,Low Bindweed,,4.1,0.166
Vascular Plant,Cuscuta compacta,"Bracted Dodder, Sessile Dodder",,120.0,1.08
Vascular Plant,Cuscuta gronovii,"Dodder, Gronovius Dodder",,27.0,10.991
Vascular Plant,Cuscuta pentagona var. pentagona,Field Dodder,Species of Concern,56.6,3.31
Vascular Plant,Cuscuta rostrata,Beaked Dodder,Endangered,19.1,0.755
Vascular Plant,Ipomoea coccinea,"Red Morning-Glory, Scarlet Morning-Glory",Species of Concern,68.7,6.579
Vascular Plant,Ipomoea lacunosa,"Small White Morning-Glory, Small-Flower White Morning-Glory",,18.0,24.662
Vascular Plant,Ipomoea pandurata,"Big-Root Morning-Glory, Man Of The Earth",,21.0,0.196
Vascular Plant,Ipomoea purpurea,"Common Morning-Glory, Purple Morning-Glory",,9.9,0.143
Vascular Plant,Ipomoea quamoclit,Cypressvine,Endangered,17.7,36.029
Vascular Plant,Datura stramonium,Jimson Weed,Species of Concern,9.3,2.641
Vascular Plant,Lycopersicon esculentum,"Garden Tomato, Tomato",Species of Concern,11.2,0.86
Vascular Plant,Nicandra physalodes,"Apple Of Peru, Apple-Of-Peru",Threatened,4.0,0.95
Vascular Plant,Physalis angulata,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",Endangered,19.4,6.364
Vascular Plant,Physalis grisea,Strawberry-Tomato,,32.1,0.082
Vascular Plant,Physalis heterophylla,"Clammy Ground-Cherry, Ground-Cherry",Species of Concern,90.1,2.789
Vascular Plant,Physalis longifolia var. subglabrata,Smooth Ground-Cherry,Species of Concern,31.1,1.611
Vascular Plant,Physalis pruinosa,Strawberry-Tomato,Species of Concern,13.2,2.842
Vascular Plant,Physalis pubescens var. integrifolia,Husk Tomato,Species of Concern,43.4,0.021
Vascular Plant,Physalis virginiana,Virginia Ground-Cherry,,12.9,0.872
Vascular Plant,Solanum carolinense,"Carolina Horse-Nettle, Horse-Nettle",Endangered,33.4,32.566
Vascular Plant,Solanum dulcamara,"Bitter Nightshade, Bittersweet Nightshade, Blue Nightshade, Climbing Nightshade, European Bittersweet, Fellenwort, Woody Nightshade",,9.7,0.475
Vascular Plant,Solanum lycopersicum var. lycopersicum,Garden Tomato,,13.3,0.222
Vascular Plant,Solanum ptychanthum,Nightshade,,16.2,11.325
Vascular Plant,Ampelopsis arborea,"Peppervine, Pepper-Vine",,6.9,4.804
Vascular Plant,Ampelopsis cordata,Peppervine,,3.2,0.405
Vascular Plant,Parthenocissus quinquefolia,Virginia Creeper,,16.5,108.543
Vascular Plant,Vitis aestivalis var. aestivalis,Summer Grape,Species of Concern,17.6,0.007
Vascular Plant,Vitis aestivalis var. bicolor,Summer Grape,Threatened,2.2,1.795
Vascular Plant,Vitis cinerea var. baileyana,Graybark Grape,,51.2,4.215
Vascular Plant,Vitis labrusca,"Fox Grape, Northern Fox Grape",Species of Concern,30.0,30.134
Vascular Plant,Vitis rotundifolia,"Muscadine, Muscadine Grape",,12.8,15.445
Vascular Plant,Vitis vulpina,"Frost Grape, Winter Grape",In Recovery,3.5,0.172
Nonvascular Plant,Andreaea rothii,Roth's Andreaea Moss,Species of Concern,1.3,0.003
Nonvascular Plant,Andreaea rupestris,Andreaea Moss,,4.3,0.005
Nonvascular Plant,Bartramia pomiformis,Bartramia Moss,,4.7,0.002
Nonvascular Plant,Philonotis fontana,Philonotis Moss,Endangered,3.9,0.001
Nonvascular Plant,Philonotis fontana var. pumila,Philonotis Moss,,11.6,0.003
Nonvascular Plant,Philonotis longiseta,Philonotis Moss,Species of Concern,3.2,0.02
Nonvascular Plant,Philonotis marchica,Philonotis Moss,,1.9,0.001
Nonvascular Plant,Philonotis muehlenbergii,Muehlenberg's Philonotis Moss,In Recovery,2.1,0.004
Nonvascular Plant,Blasia pusilla,Blasia,,6.1,0.009
Nonvascular Plant,Anomobryum filiforme,Filiform Anomobryum Moss,,27.1,0.0
Nonvascular Plant,Bryum argenteum,Silvergreen Bryum Moss,In Recovery,6.9,0.002
Nonvascular Plant,Bryum capillare,Bryum Moss,,3.0,0.002
Nonvascular Plant,Bryum dichotomum,Bryum Moss,Species of Concern,2.4,0.022
Nonvascular Plant,Bryum gemmiparum,Bryum Moss,Endangered,8.1,0.004
Nonvascular Plant,Bryum lisae,Bryum Moss,,11.5,0.001
Nonvascular Plant,Bryum lisae var. cuspidatum,Bryum Moss,Species of Concern,1.8,0.0
Nonvascular Plant,Bryum pallens,Bryum Moss,Species of Concern,2.7,0.005
Nonvascular Plant,Bryum pseudotriquetrum,Common Green Bryum Moss,,4.8,0.005
Nonvascular Plant,Leptobryum pyriforme,Leptobryum Moss,,1.7,0.009
Nonvascular Plant,Mielichhoferia mielichhoferiana,Mielichhof's Copper Moss,,5.3,0.009
Nonvascular Plant,Orthodontium pellucens,Translucent Orthodontium,,1.2,0.006
Nonvascular Plant,Pohlia annotina,Pohlia Moss,,2.0,0.003
Nonvascular Plant,Pohlia cruda,Pohlia Moss,,6.5,0.004
Nonvascular Plant,Pohlia elongata,Elongate Pohlia Moss,,2.5,0.004
Nonvascular Plant,Pohlia lescuriana,Lescur's Pohlia Moss,Species of Concern,1.5,0.013
Nonvascular Plant,Pohlia longicolla,Pohlia Moss,Species of Concern,3.9,0.013
Nonvascular Plant,Pohlia nutans,Pohlia Moss,,3.1,0.002
Nonvascular Plant,Pohlia wahlenbergii,Wahlenberg's Pohlia Moss,,2.6,0.01
Nonvascular Plant,Rhodobryum ontariense,Ontario Rhodobryum Moss,Species of Concern,2.7,0.008
Nonvascular Plant,Rhodobryum roseum,Rose Rhodobryum Moss,,3.4,0.001
Nonvascular Plant,Mnium carolinianum,Carolina Mnium,,3.0,0.001
Nonvascular Plant,Mnium hornum,Horn Calcareous Moss,,4.6,0.001
Nonvascular Plant,Mnium marginatum,Olivegreen Calcareous Moss,,8.6,0.004
Nonvascular Plant,Mnium stellare,Stellar Calcareous Moss,In Recovery,4.0,0.008
Nonvascular Plant,Mnium thomsonii,Thomson's Calcareous Moss,In Recovery,8.8,0.004
Nonvascular Plant,Plagiomnium carolinianum,Carolina Plagiomnium Moss,Species of Concern,2.6,0.001
Nonvascular Plant,Plagiomnium ciliare,Plagiomnium Moss,,2.8,0.002
Nonvascular Plant,Plagiomnium cuspidatum,Toothed Plagiomnium Moss,,4.8,0.003
Nonvascular Plant,Plagiomnium rostratum,Plagiomnium Moss,Species of Concern,7.3,0.002
Nonvascular Plant,Rhizomnium appalachianum,Appalachian Rhizomnium Moss,,4.3,0.013
Nonvascular Plant,Rhizomnium magnifolium,Grandleaf Rhizomnium Moss,Endangered,5.7,0.004
Nonvascular Plant,Rhizomnium punctatum,Rhizomnium Moss,,2.9,0.002
Nonvascular Plant,Buxbaumia aphylla,Bug-On-A-Stick,,2.5,0.002
Nonvascular Plant,Diphyscium cumberlandianum,Cumberland Diphyscium Moss,,7.6,0.003
Nonvascular Plant,Diphyscium foliosum,Diphyscium Moss,Species of Concern,1.7,0.024
Nonvascular Plant,Trematodon longicollis,Trematodon Moss,Species of Concern,5.6,0.001
Nonvascular Plant,Arctoa fulvella,Arctoa Moss,,3.3,0.005
Nonvascular Plant,Brothera leana,Brothera Moss,,14.8,0.001
Nonvascular Plant,Campylopus atrovirens,Campylopus Moss,Species of Concern,8.9,0.017
Nonvascular Plant,Campylopus pilifer,Campylopus Moss,,2.9,0.003
Nonvascular Plant,Campylopus tallulensis,Tallul Campylopus Moss,,2.2,0.003
Nonvascular Plant,Dichodontium pellucidum,A Moss,,4.4,0.008
Nonvascular Plant,Dicranella heteromalla,Dicranella Moss,,9.6,0.002
Nonvascular Plant,Dicranella rufescens,Dicranella Moss,,1.1,0.004
Nonvascular Plant,Dicranella varia,Dicranella Moss,,5.5,0.005
Nonvascular Plant,Dicranodontium asperulum,Dicranodontium Moss,Species of Concern,3.6,0.005
Nonvascular Plant,Dicranodontium denudatum,Denuded Dicranodontium Moss,,12.9,0.006
Nonvascular Plant,Dicranum condensatum,Condensed Dicranum Moss,,3.5,0.002
Nonvascular Plant,Dicranum flagellare,Dicranum Moss,,4.0,0.021
Nonvascular Plant,Dicranum fulvum,Dicranum Moss,,3.9,0.004
Nonvascular Plant,Dicranum fuscescens,Dicranum Moss,Species of Concern,3.2,0.012
Nonvascular Plant,Dicranum montanum,Montane Dicranum Moss,Species of Concern,17.7,0.006
Nonvascular Plant,Dicranum polysetum,Dicranum Moss,,4.7,0.004
Nonvascular Plant,Dicranum scoparium,Dicranum Moss,Species of Concern,0.8,0.009
Nonvascular Plant,Dicranum spurium,Dicranum Moss,Threatened,4.9,0.006
Nonvascular Plant,Dicranum undulatum,Bog Broom-Moss,,2.7,0.003
Nonvascular Plant,Dicranum viride,Dicranum Moss,Species of Concern,3.4,0.011
Nonvascular Plant,Oncophorus raui,Oncophorus Moss,,3.4,0.033
Nonvascular Plant,Oncophorus wahlenbergii,Wahlenberg's Oncophorus Moss,,6.1,0.001
Nonvascular Plant,Paraleucobryum longifolium,Longleaf Paraleucobryum Moss,Threatened,4.1,0.002
Nonvascular Plant,Rhabdoweisia crispata,Rhabdoweisia Moss,,1.0,0.02
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,,7.3,0.007
Nonvascular Plant,Ditrichum lineare,Ditrichum Moss,,5.0,0.001
Nonvascular Plant,Ditrichum pallidum,Pale Ditrichum Moss,,3.2,0.009
Nonvascular Plant,Ditrichum pusillum,Ditrichum Moss,,2.1,0.0
Nonvascular Plant,Ditrichum rhynchostegium,Ditrichum Moss,,3.8,0.004
Nonvascular Plant,Pleuridium subulatum,Pleuridium Moss,,4.9,0.008
Nonvascular Plant,Fissidens bryoides,Bryoid Fissidens Moss,,7.0,0.005
Nonvascular Plant,Fissidens bushii,Bush's Fissidens Moss,,10.3,0.001
Nonvascular Plant,Fissidens exilis,Fissidens Moss,,6.4,0.008
Nonvascular Plant,Fissidens hyalinus,Fissidens Moss,,1.9,0.001
Nonvascular Plant,Fissidens osmundioides,Osmund Fissidens Moss,Threatened,2.7,0.002
Nonvascular Plant,Fissidens subbasilaris,Fissidens Moss,,7.6,0.002
Nonvascular Plant,Fissidens taxifolius,Fissidens Moss,,2.5,0.002
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,,9.8,0.004
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,,4.0,0.004
Nonvascular Plant,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,,11.1,0.002
Nonvascular Plant,Funaria calvescens,Funaria Moss,Threatened,11.3,0.005
Nonvascular Plant,Funaria flavicans,Funaria Moss,,4.0,0.05
Nonvascular Plant,Funaria hygrometrica,Funaria Moss,,2.1,0.003
Nonvascular Plant,Physcomitrium pyriforme,Physcomitrium Moss,Species of Concern,1.9,0.011
Nonvascular Plant,Coscinodon cribrosus,Coscinodon Moss,Species of Concern,14.6,0.022
Nonvascular Plant,Grimmia donniana,Donn's Dry Rock Moss,Species of Concern,10.6,0.003
Nonvascular Plant,Grimmia laevigata,Grimmia Dry Rock Moss,,3.5,0.001
Nonvascular Plant,Grimmia olneyi,Olney's Dry Rock Moss,,18.6,0.007
Nonvascular Plant,Grimmia pilifera,Grimmia Dry Rock Moss,,3.2,0.015
Nonvascular Plant,Racomitrium aciculare,Racomitrium Moss,,2.3,0.006
Nonvascular Plant,Racomitrium heterostichum,Racomitrium Moss,Endangered,4.0,0.008
Nonvascular Plant,Racomitrium microcarpon,Racomitrium Moss,,4.3,0.001
Nonvascular Plant,Schistidium agassizii,Agassiz's Schistidium Moss,,4.7,0.012
Nonvascular Plant,Schistidium apocarpum,Schistidium Moss,,4.4,0.009
Nonvascular Plant,Schistidium rivulare,Streamside Schistidium Moss,,2.2,0.004
Nonvascular Plant,Campylostelium saxicola,Campylostelium Moss,In Recovery,2.9,0.009
Nonvascular Plant,Ptychomitrium incurvum,Ptychomitrium Moss,Species of Concern,4.6,0.008
Nonvascular Plant,Blindia acuta,Acute Blindia Moss,,9.6,0.008
Nonvascular Plant,Brachydontium trichodes,Peak Moss,,5.4,0.002
Nonvascular Plant,Seligeria recurvata,Recurved Small Limestone Moss,In Recovery,4.5,0.002
Nonvascular Plant,Hedwigia ciliata,Ciliate Hedwigia Moss,Species of Concern,3.5,0.003
Nonvascular Plant,Hookeria acutifolia,Sharpleaf Hookeria Moss,Species of Concern,2.3,0.001
Nonvascular Plant,Amblystegium serpens,Amblystegium Moss,,2.8,0.005
Nonvascular Plant,Amblystegium varium,Amblystegium Moss,,1.7,0.004
Nonvascular Plant,Campylium chrysophyllum,Goldenleaf Campylium Moss,Species of Concern,16.9,0.011
Nonvascular Plant,Campylium hispidulum,Hispid Campylium Moss,,14.2,0.006
Nonvascular Plant,Campylium polygamum,Campylium Moss,,10.1,0.002
Nonvascular Plant,Campylium radicale,Campylium Moss,,2.9,0.0
Nonvascular Plant,Cratoneuron filicinum,Cratoneuron Moss,Species of Concern,10.3,0.019
Nonvascular Plant,Hygroamblystegium tenax,Hygroamblystegium Moss,Species of Concern,3.0,0.003
Nonvascular Plant,Hygrohypnum closteri,Closter's Brook-Hypnum,,2.6,0.006
Nonvascular Plant,Hygrohypnum eugyrium,Hygrohypnum Moss,,9.8,0.001
Nonvascular Plant,Hygrohypnum micans,Hygrohypnum Moss,Species of Concern,6.0,0.003
Nonvascular Plant,Hygrohypnum molle,Hygrohypnum Moss,Threatened,4.9,0.006
Nonvascular Plant,Hygrohypnum ochraceum,Hygrohypnum Moss,,3.9,0.004
Nonvascular Plant,Hygrohypnum subeugyrium,Hygrohypnum Moss,Species of Concern,3.9,0.011
Nonvascular Plant,Leptodictyum riparium,Streamside Leptodictyum Moss,,6.0,0.005
Nonvascular Plant,Platylomella lescurii,Lescur's Platylomella Moss,,1.8,0.003
Nonvascular Plant,Anomodon attenuatus,Anomodon Moss,,8.4,0.004
Nonvascular Plant,Anomodon minor,Anomodon Moss,Species of Concern,7.1,0.024
Nonvascular Plant,Anomodon rostratus,Anomodon Moss,,9.3,0.004
Nonvascular Plant,Anomodon rugelii,Rugel's Anomodon Moss,,3.1,0.0
Nonvascular Plant,Anomodon viticulosus,Anomodon Moss,Species of Concern,4.0,0.003
Nonvascular Plant,Haplohymenium triste,Haplohymenium Moss,Threatened,5.9,0.004
Nonvascular Plant,Herpetineuron toccoae,Herpetineuron Moss,Species of Concern,3.6,0.001
Nonvascular Plant,Brachythecium acuminatum,Acuminate Brachythecium Moss,,2.3,0.007
Nonvascular Plant,Brachythecium digastrum,Brachythecium Moss,,14.9,0.004
Nonvascular Plant,Brachythecium oedipodium,Brachythecium Moss,,5.6,0.011
Nonvascular Plant,Brachythecium oxycladon,Brachythecium Moss,,2.5,0.006
Nonvascular Plant,Brachythecium plumosum,Brachythecium Moss,Endangered,2.7,0.01
Nonvascular Plant,Brachythecium rivulare,Brachythecium Moss,In Recovery,5.0,0.006
Nonvascular Plant,Brachythecium rutabulum,Brachythecium Moss,,2.6,0.008
Nonvascular Plant,Brachythecium salebrosum,Brachythecium Moss,,19.3,0.001
Nonvascular Plant,Bryhnia graminicolor,Bryhnia Moss,Species of Concern,3.5,0.005
Nonvascular Plant,Bryhnia novae-angliae,New England Bryhnia Moss,,7.8,0.002
Nonvascular Plant,Bryoandersonia illecebra,Bryoandersonia Moss,,0.6,0.016
Nonvascular Plant,Cirriphyllum piliferum,A Moss,Species of Concern,7.6,0.001
Nonvascular Plant,Eurhynchium hians,Eurhynchium Moss,,2.9,0.02
Nonvascular Plant,Eurhynchium pulchellum,Eurhynchium Moss,,12.3,0.01
Nonvascular Plant,Homalotheciella subcapillata,Homalotheciella Moss,Species of Concern,4.0,0.004
Nonvascular Plant,Isothecium myosuroides,Isothecium Moss,Threatened,4.1,0.013
Nonvascular Plant,Platyhypnidium riparoides,Platyhypnidium Moss,Species of Concern,2.4,0.002
Nonvascular Plant,Steerecleus serrulatus,Steerecleus Moss,,9.1,0.004
Nonvascular Plant,Climacium americanum,American Climacium Moss,Species of Concern,11.8,0.002
Nonvascular Plant,Climacium kindbergii,Kindberg's Climacium Moss,,4.3,0.002
Nonvascular Plant,Cryphaea glomerata,Cryphaea Moss,Species of Concern,4.5,0.001
Nonvascular Plant,Cryphaea nervosa,Cryphaea Moss,,3.2,0.001
Nonvascular Plant,Entodon brevisetus,Entodon Moss,Species of Concern,7.3,0.008
Nonvascular Plant,Entodon cladorrhizans,Entodon Moss,,1.3,0.016
